name,lon,lat,region,SDC_vs30_530,s1_vs30_530,sds_vs30_530,sd1_vs30_530,Sdsfr_vs30_530_beta_0p5,Sd1fr_vs30_530_beta_0p5,Sdsfr_vs30_530_beta_0p6,Sd1fr_vs30_530_beta_0p6,Sdsfr_vs30_530_beta_0p7,Sd1fr_vs30_530_beta_0p7,Sdsfr_vs30_530_beta_1p0,Sd1fr_vs30_530_beta_1p0,SDC_vs30_760,s1_vs30_760,sds_vs30_760,sd1_vs30_760,Sdsfr_vs30_760_beta_0p5,Sd1fr_vs30_760_beta_0p5,Sdsfr_vs30_760_beta_0p6,Sd1fr_vs30_760_beta_0p6,Sdsfr_vs30_760_beta_0p7,Sd1fr_vs30_760_beta_0p7,Sdsfr_vs30_760_beta_1p0,Sd1fr_vs30_760_beta_1p0,SDC_vs30_265,s1_vs30_265,sds_vs30_265,sd1_vs30_265,Sdsfr_vs30_265_beta_0p5,Sd1fr_vs30_265_beta_0p5,Sdsfr_vs30_265_beta_0p6,Sd1fr_vs30_265_beta_0p6,Sdsfr_vs30_265_beta_0p7,Sd1fr_vs30_265_beta_0p7,Sdsfr_vs30_265_beta_1p0,Sd1fr_vs30_265_beta_1p0
Philadelphia PA,-75.15,39.95,CEUS,A,0.045,0.14,0.039,0.0530082106405498,0.0168146453602507,0.0527386129932884,0.0167625018235453,0.0530124043831432,0.0168328904158537,0.0567425746027298,0.0173257070426021,A,0.045,0.13,0.03,0.0456423196455782,0.0124910290406127,0.045410133326499,0.0124499435069467,0.0456243790837423,0.0124669041033269,0.0487028683000382,0.012511270999035,A,0.045,0.17,0.064,0.0680705184108679,0.0268656798354234,0.0677632242521027,0.0268410214405109,0.0682006487263201,0.0271048967809345,0.0736005421008486,0.0291561589393883
Pittsburg PA,-80,40.45,CEUS,A,0.049,0.075,0.046,0.0357714015501768,0.0197765921239459,0.0360925520427451,0.0196827962547475,0.0368149444813749,0.0197377936273999,0.0413840398635586,0.0204427258386359,A,0.049,0.065,0.036,0.0303442784047005,0.0155045626556222,0.0306755426563672,0.0153880902312795,0.0314111693947906,0.0153832495016757,0.0352709356920354,0.0155560494544022,B,0.049,0.095,0.07,0.0469059249955696,0.0317229613981915,0.0473391970483511,0.0315980384044135,0.0483579518290268,0.0317701923062924,0.0550573079084632,0.0342201628345008
Providence RI,-71.4,41.8,CEUS,A,0.048,0.14,0.041,0.0599178325394902,0.0176274791392851,0.0600793583780267,0.0175592899503217,0.060922417742741,0.0176206548120406,0.0671756890993316,0.018152979295245,A,0.048,0.12,0.032,0.0515952712245921,0.013320560608255,0.0517206082175572,0.0132375410339822,0.0524234908497664,0.01325006305596,0.057596215996733,0.0133116760967781,B,0.048,0.17,0.067,0.0772798977738769,0.0281643553278604,0.0775583849741426,0.0281058576813351,0.0787318713802864,0.0283394977837087,0.0873608864951665,0.0303744743692558
Charleston SC,-79.95,32.8,CEUS,D,0.38,1.01,0.33,0.294366710953835,0.0624951672218366,0.284192706927794,0.0607120151965068,0.276175863547285,0.0593803941939395,0.263980789586667,0.0579738843431705,D,0.38,1,0.25,0.270671885860233,0.0487550030372792,0.261055428353173,0.0473175906430509,0.253371662536294,0.0462435966319844,0.241045865756692,0.0450271131707818,D,0.38,0.76,0.51,0.293373406728088,0.0999403459730874,0.284615191655156,0.0970334412553763,0.278175953679235,0.0948812604886059,0.271691069276922,0.0928661940649049
Edgemont SD,-103.85,43.3,CEUS,A,0.039,0.14,0.033,0.0558526423798724,0.013472853886938,0.0558902795178914,0.0134114910291544,0.056496559578348,0.0134467501902464,0.0620538984928089,0.0135801343193396,A,0.039,0.12,0.026,0.0479501889737915,0.010549965736342,0.0479739014040335,0.0103328006023995,0.0485683487583259,0.0101376158723505,0.0532495027677676,0.00941184408258753,A,0.039,0.16,0.055,0.072149247020803,0.0219121308487536,0.0722550140755705,0.0218957382676237,0.0731389353034513,0.0220505224837736,0.0805937477352358,0.0236098415870776
Platte SD,-98.85,43.4,CEUS,A,0.03,0.12,0.026,0.0376339578726779,0.00979137197157285,0.0371489122334845,0.00949052467077302,0.0369727434575189,0.00919810005033333,0.0379417783208234,0.00814017497047321,A,0.03,0.1,0.02,0.0324006096308747,0.0074666860004046,0.0319193858906841,0.00700181516166752,0.0317366932225275,0.00653183481759287,0.0324824031234375,0.00499751105424324,A,0.03,0.13,0.042,0.0487169019254997,0.0164165204620451,0.0480177189141001,0.0163255272338052,0.0478214225915393,0.0163490246691668,0.0496137863446513,0.016639511926017
Sioux Falls SD,-96.75,43.55,CEUS,A,0.037,0.062,0.037,0.025570158940969,0.0122858230673408,0.0253986835840442,0.012044907706856,0.0254447707329071,0.0118317006186645,0.0263445484710194,0.011017119979746,A,0.037,0.054,0.029,0.0216102000413552,0.00947413973512443,0.0214407349455537,0.00906337917925898,0.0214736747471522,0.0086543311078909,0.0221012340413767,0.00723728732864438,A,0.037,0.079,0.055,0.0335832566815685,0.0206256270542471,0.0333709977058626,0.020357302112703,0.0334814276158032,0.0202322494269612,0.0352525435703687,0.0203576417535144
Chattanooga TN,-85.25,35.05,CEUS,C,0.13,0.34,0.11,0.156365314828672,0.0468624974022871,0.156732265254336,0.0462981828039684,0.158892251519238,0.0462179641601172,0.175883227934553,0.0486902794807011,B,0.13,0.31,0.087,0.13675201956537,0.0365598381415189,0.136967158800496,0.0361151907032402,0.138704999464599,0.0360496671634014,0.153192568322489,0.0378450797274292,C,0.13,0.36,0.18,0.189501010836569,0.076102174256071,0.190448456257191,0.0751928895539385,0.193629678853193,0.075083726015505,0.216673607354609,0.079425730840007
Knoxville TN,-83.9,35.95,CEUS,C,0.13,0.37,0.11,0.17003253963662,0.0463384809163427,0.170672520005331,0.0459509085608484,0.173185985923763,0.0460485932451957,0.192211281407762,0.0490074654312638,C,0.13,0.34,0.083,0.149281387335135,0.036155819979024,0.149734082566888,0.0358484537163281,0.151851695523368,0.0359217697463292,0.168026825897474,0.0381024734959516,C,0.13,0.39,0.17,0.20286548600718,0.0751662143522261,0.204322435260464,0.0745464738898898,0.20811729873319,0.0747290990180715,0.233784787948371,0.0798594055615034
Maryville TN,-84,35.75,CEUS,D,0.14,0.51,0.12,0.205554979275687,0.0510223177218141,0.205115893485802,0.0506000723361448,0.206875850866496,0.0506522793779722,0.225166838254469,0.0536347703673223,C,0.14,0.48,0.095,0.182632940396947,0.0398381148983662,0.182046427714774,0.0395046588962408,0.183367071918805,0.0395430072329005,0.198780318598349,0.0416421623559918,C,0.14,0.48,0.2,0.234446418689824,0.0825478667419578,0.23506319866769,0.0818715368663227,0.238320285928037,0.0819839972964721,0.263856023059081,0.0873129059350478
Memphis TN,-90.05,35.15,CEUS,D,0.35,0.84,0.3,0.318124220978982,0.0860432838725237,0.30949034787153,0.0827145150213704,0.30433255158452,0.0803514660169833,0.309519128636902,0.0782642142349877,D,0.35,0.79,0.24,0.287948631114683,0.0669609615972646,0.279623044902475,0.0643858298136332,0.274363977582927,0.0624573920531831,0.277053103502736,0.0608212252340656,D,0.35,0.75,0.48,0.339004228329566,0.137651257217816,0.332395338179456,0.132464592752151,0.329733596823553,0.128760203046218,0.345295373461408,0.125827420636779
Amarillo TX,-101.85,35.2,CEUS,A,0.037,0.13,0.032,0.0428715069245261,0.0108522568169093,0.0421717492237066,0.0105801875462203,0.0418571623063732,0.010321768364241,0.0428860575001262,0.00935017437716496,A,0.037,0.11,0.025,0.0368710645557156,0.00833406406967012,0.0363020105595016,0.00788576418349168,0.0360383597468043,0.00743313578951809,0.0367092095996798,0.00591315222513168,A,0.037,0.15,0.052,0.055250815431353,0.0183420938019141,0.0544245407076431,0.0181743228627925,0.0540797159395908,0.0181302668288332,0.0556872460220164,0.0183266189432495
Dallas TX,-96.8,32.8,CEUS,A,0.059,0.087,0.055,0.0382099664117477,0.0190988535349057,0.0379799525295725,0.0186839527401725,0.0380904798665069,0.0183899007064147,0.0403588491491664,0.0178307088335818,A,0.059,0.075,0.043,0.0328884378150305,0.014849493612726,0.0326501281515933,0.0144464044056599,0.0327453794766748,0.0141239526072895,0.0345190797305733,0.0132095276218652,B,0.059,0.11,0.084,0.0501785992448445,0.0308500116663617,0.0498593570769757,0.0301924379567199,0.0500659770967108,0.0297996868010473,0.053454957556422,0.0299174075431561
Houston TX,-95.35,29.75,CEUS,A,0.044,0.056,0.043,0.0222321714822364,0.013281192291291,0.0219227672324081,0.0128576614619637,0.02181049845485,0.0124981447431218,0.0220252319457036,0.0112251101478264,A,0.044,0.049,0.034,0.019207357036188,0.00994024834594699,0.0189793973952321,0.00944183522801314,0.0188482005994721,0.00894507460822477,0.0186155767899169,0.00726429550760053,A,0.044,0.072,0.065,0.0297495624805025,0.0217999067754857,0.0294297208134696,0.0213330948686423,0.0293572960690186,0.0210118732795461,0.0302881285803301,0.0205501486155997
Kermit TX,-103.1,31.85,CEUS,A,0.033,0.081,0.03,0.0296798896878168,0.0146012196722019,0.0295775063572423,0.0145439844226715,0.029725380260969,0.0145909491705711,0.0316253310602779,0.0148470391511112,A,0.033,0.069,0.022,0.0248011582082119,0.0102996456460684,0.0246720531037753,0.0100880238642848,0.0247719081400467,0.0098970129338461,0.0258396264876723,0.00918333530564133,A,0.033,0.1,0.057,0.0430531851534069,0.0269584784810264,0.0431589062532958,0.0269259171683801,0.0437309657843605,0.0271705315316389,0.0477443633564444,0.0291054442495449
San Antonio TX,-98.5,29.4,CEUS,A,0.022,0.039,0.019,0.013711532882123,0.00478288665706239,0.0133980276554202,0.00422329240175709,0.013107075638475,0.00367528663466537,0.0119668630466888,0.00215157358965175,A,0.022,0.033,0.015,0.0113474219456609,0.00306826778033498,0.0109986871786922,0.00256970710572435,0.0106110641094595,0.00210281040023258,0.0089471585457355,0.000969249535813055,A,0.022,0.05,0.031,0.0183314922618229,0.00942600292839454,0.0180510509290249,0.0089552614012218,0.0178489988038651,0.00847926276187499,0.0172854883564725,0.00684797753601903
Snyder TX,-100.9,32.7,CEUS,A,0.03,0.056,0.025,0.0215101479660734,0.00841327858885202,0.0213530818506789,0.00792994063059161,0.0214033379731687,0.00744184962293275,0.0220897909962204,0.00581932524772603,A,0.03,0.048,0.02,0.0187549111279157,0.00604191983810182,0.0186173727556372,0.00549024737174732,0.0185769531147317,0.00493913200997484,0.0186230837101833,0.00328509396663528,A,0.03,0.072,0.042,0.0287429475379484,0.0146817352657442,0.0285936809359889,0.0143906582464277,0.0286818074983577,0.0141830178947137,0.0299349890691921,0.0135953693551272
Brigham City UT,-112,41.5,WUS,D,0.53,1.02,0.48,0.424891530600114,0.165837697530319,0.422321291419464,0.165291925628957,0.424637821059863,0.166696190334843,0.461590565273499,0.182657515915974,D,0.53,0.9,0.36,0.351070123595634,0.122311471905303,0.348491845282065,0.121887021372122,0.349881418134047,0.122848955847415,0.378317101991732,0.134519938522304,D,0.53,0.99,0.75,0.517718623288951,0.28450725940992,0.519130902437499,0.284334456339039,0.527220935342867,0.287610723284298,0.592665475762608,0.318487133572393
Cedar City UT,-113.05,37.7,WUS,C,0.2,0.48,0.19,0.203410536611009,0.0734663960548038,0.202231153586641,0.0738534504956449,0.203434515293402,0.0752224100112643,0.221384971016776,0.084925439249544,C,0.2,0.4,0.13,0.163703230409945,0.0508979273754067,0.162692688215465,0.0511281710682302,0.163530243240651,0.0519449201902215,0.177585724766575,0.058724825049458,D,0.2,0.56,0.34,0.278972895126947,0.138720714165593,0.278924932257248,0.139575960610633,0.282343718868524,0.142168740012395,0.314333739490818,0.161412913530351
Green River UT,-110.15,39,WUS,B,0.065,0.19,0.06,0.0874361609537583,0.0328996891918555,0.0884059076619204,0.0335511819161131,0.0904564256577822,0.034647015984317,0.103438063207536,0.039898649806678,A,0.065,0.17,0.043,0.073549346950117,0.0235861007509977,0.0742249570644593,0.0240599608160099,0.0758667838943538,0.0248435068688148,0.0864680558354571,0.0283392394286807,B,0.065,0.22,0.11,0.11716419425924,0.0616848650836079,0.118796973782776,0.0626710579992678,0.122033396224978,0.0646566884224066,0.141193544500912,0.0748921427252549
Provo UT,-111.65,40.25,WUS,D,0.57,1.02,0.51,0.362047638310107,0.147322944185977,0.357067596339924,0.145680284502693,0.355544536846203,0.145518313070917,0.371944550681209,0.153979204530209,D,0.57,0.91,0.38,0.29888125433828,0.108770473641208,0.294683999567537,0.107543904890394,0.293269731197846,0.107393879000267,0.30599756547585,0.113455467817021,D,0.57,0.99,0.78,0.44789403719725,0.253280375695621,0.443943305060573,0.250886659964554,0.444863074362492,0.251110559809378,0.476980869759987,0.267858499163377
Salt Lake City UT,-111.9,40.75,WUS,D,0.62,1.18,0.56,0.453413311996126,0.186952069786149,0.442043397568535,0.182761804653631,0.435534946246589,0.180680021262563,0.444838886572196,0.186586260581176,D,0.62,1.06,0.41,0.379969127342366,0.138039372580353,0.369856737174751,0.134934494094741,0.363732574511333,0.133311919025101,0.369138924585065,0.137547848340627,D,0.62,1.12,0.85,0.531802984252027,0.313467894749764,0.523705755242534,0.307652108446266,0.521934477320345,0.305334541590793,0.554067155301503,0.319531628029721
Blacksburg VA,-80.4,37.25,CEUS,B,0.075,0.19,0.065,0.0778441463707107,0.028744446210276,0.0780104204139827,0.0285126739146792,0.0790575966634863,0.0285524731528344,0.0872769860805056,0.0299451926164123,B,0.075,0.17,0.05,0.0671946145426365,0.0221417477646693,0.0673227511612905,0.0219919405641576,0.0682291718598193,0.0220057860465017,0.075102075152187,0.0228331187568299,B,0.075,0.22,0.11,0.0987982678225277,0.046690875843192,0.0991241520819722,0.0463009589770913,0.100545463880666,0.0463959363381087,0.111648839396344,0.0493686635076788
Richmond VA,-77.45,37.55,CEUS,A,0.053,0.17,0.045,0.0581448029344917,0.01805880835433,0.0575837719565913,0.01790717673518,0.0576166101346337,0.017880858203364,0.0609615326183978,0.0181388105299185,A,0.053,0.15,0.035,0.0502294393875478,0.0137922608864085,0.0497397116393819,0.0136255191023664,0.0497527670189525,0.0135499693367707,0.052471324703309,0.0133568688842188,B,0.053,0.19,0.074,0.0741287871082244,0.0288930217428452,0.073536413027856,0.0286922108514073,0.0736450825263243,0.0287710393213782,0.0782525416615951,0.0303131253536258
Burlington VT,-73.2,44.5,CEUS,B,0.074,0.24,0.064,0.109042816185281,0.0267261158054044,0.109759343739004,0.0266556347588451,0.111784804126911,0.0268762541937556,0.125864906968252,0.02881248838662,B,0.074,0.21,0.05,0.0945427954504828,0.0208758929707253,0.0951580300486599,0.0208234069765706,0.096910467957784,0.0209317136921569,0.108810257498343,0.0219065687211064,B,0.074,0.27,0.1,0.136403027318393,0.0429645368626564,0.137565130315776,0.0428643895377457,0.14049010833612,0.0432937596092065,0.159305159010505,0.0473898396993824
Aberdeen WA,-123.8,47,PNW,D,0.71,1.4,0.65,0.692970658602024,0.22752054814653,0.691064464465719,0.223561395719166,0.697271929851433,0.222318919561455,0.764964496725903,0.235070656168242,D,0.71,1.13,0.48,0.548573136144008,0.163815343863917,0.545453593732693,0.160801925977486,0.548731379275478,0.159725319701118,0.597088482370997,0.168155354145061,D,0.71,1.48,0.97,0.715156361880704,0.344290745048866,0.716933802991188,0.340010164325348,0.727674244055604,0.34000229673982,0.814895671206843,0.366175225419186
Bellingham WA,-122.5,48.75,PNW,D,0.32,0.84,0.3,0.498628720440866,0.158333979121269,0.50709699121533,0.159927094767174,0.522424089549221,0.163583708313546,0.611327303044483,0.187816824240833,D,0.32,0.67,0.21,0.391423966827956,0.111921847213374,0.397679386950657,0.112956330717716,0.409236118940382,0.115552507208461,0.477247181204045,0.132191371571614,D,0.32,0.87,0.48,0.560639288853992,0.263253401771789,0.574328067472723,0.266825694861532,0.596176952921597,0.273892637512822,0.713997253274395,0.317754429352667
Ellensburg WA,-120.55,47,PNW,C,0.17,0.4,0.16,0.223899252084018,0.0872319014428938,0.228113916499751,0.0887052219822011,0.235634642108738,0.0913289281863977,0.278788112414343,0.107468598148645,B,0.17,0.32,0.12,0.176249093084772,0.0612379335369738,0.17949872973257,0.0621326157624088,0.185219510479843,0.0640656658938851,0.218465608843271,0.0750975394032262,D,0.17,0.48,0.28,0.292293126422077,0.154655958869854,0.29936358580291,0.157755961316477,0.31090322119639,0.162969847939732,0.374271238349379,0.193274928293317
Everett WA,-122.2,48,PNW,D,0.47,1.01,0.42,0.600902392758945,0.214480288432214,0.611675669168017,0.21661262455572,0.630922782283775,0.221500914810861,0.742365557724837,0.254067697471127,D,0.47,0.82,0.31,0.474371413551963,0.15768079703752,0.482185465493563,0.159183605724616,0.496582720782304,0.162686517517793,0.581471427218893,0.186526230112022,D,0.47,1.01,0.65,0.654043239612207,0.340828928721691,0.671138704344892,0.345051151818891,0.698161587862006,0.353874726589043,0.843015078506396,0.409666440573429
Hanford Site WA,-119.6,46.55,PNW,C,0.14,0.33,0.13,0.157192352500474,0.0652515569433316,0.158379073627065,0.0661306652656924,0.161544965037796,0.0678754928626392,0.183404007354493,0.0784854681057421,B,0.14,0.27,0.093,0.124939912200464,0.0457221492974012,0.125763468546527,0.0462986614665427,0.128103583626774,0.0474821814609263,0.145058617380312,0.0544937726663386,D,0.14,0.41,0.24,0.218894922688021,0.11877823322335,0.221442105802781,0.120607151772534,0.22690513262402,0.124089133628161,0.263726841208369,0.144888095466696
Olympia WA,-122.9,47.05,PNW,D,0.5,1.19,0.46,0.749092251737778,0.228304493338631,0.760538986091425,0.229246697265233,0.781963036744043,0.233006762617074,0.908137957275416,0.262199497731946,D,0.5,0.9,0.33,0.587193879658859,0.164890190838265,0.59519165320209,0.165526989003338,0.610931405236764,0.168222137969816,0.706163551847744,0.189066520958615,D,0.5,1.24,0.71,0.782889640344256,0.35361525363974,0.800442282732366,0.356269160368199,0.829170991342986,0.36346987697364,0.98607317151359,0.414004293480803
Seattle WA,-122.3,47.6,PNW,D,0.66,1.16,0.6,0.707350285833078,0.315515859522873,0.720091008709222,0.317829597278464,0.742668972144318,0.324119693179426,0.872513334153641,0.368141738962989,D,0.66,0.93,0.44,0.55941637051494,0.229378533662364,0.568535825071857,0.230974846138361,0.585327509032644,0.235522117857992,0.683994144598613,0.26731342552973,D,0.66,1.14,0.92,0.748222326557416,0.493240321560916,0.768044354882149,0.498109734740151,0.79914551229352,0.50943733084857,0.964566947519295,0.584345508798171
Spokane WA,-117.4,47.65,PNW,B,0.093,0.24,0.09,0.100526269949805,0.0437522229235632,0.100636380665965,0.044377653457194,0.101843972759827,0.0455789138959458,0.112546815010804,0.0520181724433,B,0.093,0.19,0.062,0.0797975758151684,0.0305908372214541,0.0798569472712025,0.0309113894691655,0.0808087655059741,0.0315488771426311,0.089066249132124,0.0359789415652691,C,0.093,0.31,0.17,0.150236007806068,0.0821975828259297,0.151209976499162,0.08347995277918,0.15427622660813,0.0858871209899573,0.175152242536643,0.0993581073670029
Tacoma WA,-122.45,47.25,PNW,D,0.46,1.03,0.41,0.725387820147507,0.226447609196914,0.739497415625808,0.22863032692077,0.76368266723649,0.233713098212658,0.899523767671903,0.267546530020672,D,0.46,0.9,0.3,0.570676428611251,0.165865343790591,0.580898029968779,0.167450610768253,0.5989374311273,0.171127424375933,0.70226326103363,0.195823283318559,D,0.46,1.08,0.64,0.768968565425645,0.354946200993178,0.790061824722562,0.359285910564849,0.822601147722706,0.368383311710286,0.993727097755738,0.42575275361924
Yakima WA,-120.5,46.6,PNW,C,0.16,0.38,0.16,0.204962780250458,0.0817364979321197,0.208352179044969,0.0829620585010352,0.214660232403959,0.0854855216942367,0.251806227223489,0.0999194440336513,B,0.16,0.3,0.11,0.161812393946824,0.0575862751782435,0.164327904232069,0.0584030958817813,0.169192313269579,0.0599693664210855,0.197863239060248,0.0698036956769561,D,0.16,0.46,0.27,0.272416206373247,0.145972698649264,0.278277735083927,0.148626298357306,0.288125320481642,0.15327746631818,0.344192069182521,0.180785903187324
Milwaukee WI,-87.9,43.05,CEUS,A,0.054,0.066,0.052,0.0295426162150894,0.0176428535446838,0.029364239388619,0.0173105329082299,0.0294490183405324,0.0170934121997841,0.0311375212900966,0.0167019365546899,A,0.054,0.057,0.041,0.0255730654709678,0.0134697254258237,0.0253886054933593,0.0131335641157735,0.0254472654819464,0.0128759942356412,0.0265307008744225,0.0120842109219692,B,0.054,0.087,0.078,0.0394066850485878,0.0284826838307085,0.0391082666133546,0.0279733939986782,0.0393010264922184,0.0277375015089303,0.0423889464357497,0.0283087243312583
Charleston WV,-81.65,38.35,CEUS,A,0.071,0.14,0.063,0.06467031658729,0.0276684107108455,0.0651627801490226,0.027448692378989,0.0664256163831482,0.0275081063465143,0.0749157113674106,0.0289656640754843,A,0.071,0.12,0.049,0.0556178642713219,0.0214563372452299,0.0560252932004775,0.0213123337378856,0.0570393939354534,0.0213297844096241,0.0643277409507635,0.0220424575350923,B,0.071,0.16,0.1,0.0836041273094292,0.044907645955821,0.0843590175015644,0.0445363227621251,0.0862151846288354,0.0446668514745476,0.0977304328832987,0.0478338174935152
Casper WY,-106.3,42.85,WUS,B,0.052,0.2,0.045,0.0875352937285988,0.0187009953494335,0.0878787060581686,0.0186679610212066,0.0892116412362934,0.0187746736835039,0.099001807319742,0.0195409484141494,B,0.052,0.18,0.035,0.075611714811663,0.0143540270793821,0.0758942584945241,0.0143022384317085,0.077064917541411,0.0143541599889378,0.0853598344309399,0.0145999982184309,B,0.052,0.23,0.073,0.110552591736406,0.0298790442856123,0.111138881076626,0.0298758146721508,0.113084605101259,0.0301673860765367,0.126299978064679,0.0324479563168449
Cheyenne WY,-104.8,41.15,WUS,A,0.039,0.12,0.034,0.0565449421442352,0.0151897674557961,0.0569257711495015,0.0151538309580829,0.0580956269393203,0.015231118801576,0.0653051653620117,0.0156330456556922,A,0.039,0.1,0.026,0.0485200962547946,0.0114790268303605,0.048897721058253,0.0113636563006475,0.0498884198428782,0.0112899249065107,0.0559020385363884,0.0110058148445205,A,0.039,0.14,0.056,0.0737083541956147,0.0244774837599758,0.0742877185309943,0.0244791717555227,0.075796273971846,0.0247743436247749,0.085687139478769,0.0268468428344873
Jackson WY,-110.75,43.5,WUS,D,0.34,0.81,0.32,0.421702722012149,0.14381076571951,0.42626577973454,0.145804618973848,0.436699611241142,0.149781820559394,0.505026286867675,0.17487095691662,D,0.34,0.69,0.22,0.345374213169989,0.0995700479691592,0.348642515763329,0.100854063679688,0.356578793978115,0.103558258808432,0.410267444303013,0.120875641451272,D,0.34,0.87,0.56,0.527262760988895,0.264239101169415,0.53824160636162,0.268524550517554,0.557245941985438,0.27664162685854,0.666073506747271,0.325932793081695
Yellowstone WY,-110.55,44.4,WUS,D,0.38,0.92,0.37,0.563223555262574,0.199067207651854,0.569436161936863,0.199919326302279,0.583318601070003,0.203366700929566,0.673027694145098,0.230430461964915,D,0.38,0.78,0.26,0.466044031857621,0.137670114000201,0.470116518381145,0.138245072762034,0.480424032387537,0.140592873298118,0.550462954928533,0.159220645033176,D,0.38,1.01,0.65,0.673822778788675,0.357792072000073,0.689188574366877,0.360617004585191,0.714561642662149,0.368332289399947,0.854954180523343,0.42234236623455
